,cooler_id,proba_mensual
1044,351b36f336a07e39d45997223f3b3959f1ba4de6e29a7c7460dd4de2d3943ecb,0.999995081
1356,43d2c3fea610f57dd758f43cce0868f3bba258f882149cb3cf347c11aa0af6b4,0.999995068
3898,cbfc2a53aa5a27c31d2029a684fb455c27e6fc42ef5aec0e68493e18b593706e,0.999994103
282,0e1206db1332600e715ba6deea5d4cd80257c8a190545111ae74b10c40ccc349,0.999993705
1524,4c393479cc595388626d9d02acd96353b0d1ed85e91dccce76d8836b6098e3a4,0.999993644
4345,e312d4ec697dd6b141aecce9566d3279b8d75208f98b198953e3987b7472cfe6,0.999993629
1955,63fd06db3b6d91438be7db72e13c4bb8c16028b2c8dfa1ac71b389c4a1d4061e,0.999993278
981,31673a65910ebae4929070df4c456a08102270ac94bed2b7496ea55e50dcae9f,0.999993238
1015,33900cd6ee100cd830ab0bdd4102b14c6280fbb2575b49d445a2a3d29b94159f,0.999992279
4128,d7ceb01f1f3f7be7847fc8219f6224f7c0ca30574ac6d0414d7989772aa2c27d,0.999992186
4016,d20554220d816ee3bffa6284bd72bbab05db0b934e9ce6bad697877d27a2c437,0.999991525
4300,e0d05e7d19f08aaf0cd36e15919cc6fd8d1359ff73302bd8c15f08ce3f1fb2c3,0.99999137
63,03627bc4fc2715b0bec54b738a62a40ec71a46f9c2ed768ad16e35bb4280dabc,0.999991259
2225,7339a3023551abc526952530b2148adb40c39d46059aae29912ad31e8517165a,0.999988993
3620,bd464530fec31b94931eda66f1024206d5013be5f72127d4af8c7e95e58a65e9,0.999988163
124,069d4f4967152f41ba9489d4ce13cc07c7203d61b482b6c5011264c10e1974f3,0.999987321
1415,46de364f74b0322dcbb6974dc2d5eb80388dd02e3704628b5520663595ad1f6d,0.999987008
3785,c63438e768a8e06b84f59199bd0b4ab347be593c933af0b7581af5e7f54eab67,0.999985811
3499,b813c18779a418521f25be06eb35c3d8092382a996cb16e0446176b9e6456d9b,0.999985677
1729,576e399629501fadf0187b9deaea74c979f2698074f8c5513980ca92a103153d,0.999984559
1815,5ba477143ad3319e54d69c12e02a8547b1c723048bbe67c2f06ca5ea5f5ee30a,0.999979796
744,257b3d50d5d8ead574309c2f386ca5bb54a5c53c4c353e7a583dd1301b75d011,0.999979795
823,28fb1c2e70dcce7ab0c9f908e784cb00f94bfc9ae758f65277680ad5b10e048f,0.999979742
4239,dd2a5ee7061c57ca6a96c69e9c1d7f2436bb91ff1a65a9f43f653da82557b89b,0.999979263
3738,c326bc65882f5ff6390c12b135379b69d112e3c1eab2420b2c613a1ed718b9bf,0.999978804
2450,7e709e0219e3614c2615fa199a410be38b18ccf96f47cc0d0465886d823f1a3e,0.999978275
1661,534a65e79d15a1e2ad7d7588c605aba0c0d34aac41b360c6855930a384ec7d42,0.999977347
4195,db46a1b2617a56b42d6b45c6518eebf68de4d33e32a83f1cb5d231fe4cbe7a50,0.999977275
2815,91716abfbf70d766f31cd57b73e303bafb5cc01473c775e8f41fdc5071b54d5f,0.999976954
2396,7b870c64aea390d076f781f84102ead010224fbd00a0195f46148452e5b42abe,0.99997617
2871,9452d36f5101f26dc7c8975485d0b61313da177c9f857ad5a85d5bc0229fc908,0.99997583
4234,dcfbda6bbc1bb65d99417d53c6ca826254685943a312cb21a45195d0b4f1b520,0.999974935
1614,50eba60a89b6e5737e44688a17f6f95b95dfc7e8eee9546ac93823ee00f805a2,0.999973733
4319,e1eb66ca03eae5da16f7acb2f6c75528050f33b7bae807e2202712757b8c8d0f,0.999973026
1927,6251044d822c8f1d030516cd4bfe6925887ecf1948f1c5e98fa4bd5abea48017,0.999970227
3406,b32d4b5735b7a282290492fe9d552ae23711fea0defa2dc59c3cf3b15da27a3d,0.999969924
4072,d481e7c09ec31ec16d8a940d235194933c283f90779cd1670d771211444ddd26,0.999969329
4493,ec0a797f9d5fa30871c15a9e3da429e355977f88030303e8ff276662182b27c6,0.999968834
4655,f4f6f46473930575c67f0606868d0aa910ac95701697fbf4e81508ab64b00372,0.999968088
1309,414ecb4d2cee073b2b732f7871e6e677709b06e898f871632b6db89800b216f0,0.999967517
2639,87f08d35e65d4dc24c2bd263abb4540ffbebf36586db573524b06f8a755f1b20,0.999966987
3655,be93bd3b272b5deabe31241519708d7d0df871c56e23af342399e37f7748ba3f,0.999965535
4527,ee96bf9338a8f4e7da20f2c0ec3b99603d8ce4a20b84f5190e6c0532fca1ab7b,0.999964987
500,19df449cdaedc90a76883856a987dd3bc54a2586d38eed7c29e6bc2d87632230,0.999963242
3333,aebe88c303a185b6a64b13222060d7e90b4f27b5eb79fa1b179ecfc40cb7f7c3,0.999963081
2279,7627c0b524a9e478444d6ee57c051a7a9fb32b2de70e19739184ecaf8724f023,0.999962596
209,0a7106bd9f14e9165e7c5cc8c43f41fcec08c4d6c3083418505af7cdca0d434f,0.99996098
2856,937a6ec1287346bcad27aff4824b8998aea3650105fb03766cd49eb99204b7eb,0.999960858
2256,7512571b7037cedc1632a8a73c946f3bf133a7a171f8a082d5b1aaac9ca89aa2,0.99995579
1919,61a5b56a4dd2010499ba226ac48724ec37ce8dc0fa85568cab554e5b3b9eaeb4,0.999954933
61,0351763ff32cf20f54aaaba1ded070c8d330ef400e51a530324adafb83e86cbc,0.999951174
2674,8a0900ee2b07d446d504f54bb55f5ade8510007240c7d1c0fb85fbac02ec4ff1,0.999949439
194,09d88be4b12b0b35f004d9861a7e21e1ace80506fadb637e76fa355e000fe048,0.999947709
3527,b93ef5ddee1d83a329496b8c721f5d52b64338ec0baff67e68fb69c449cc5cd0,0.999946868
3341,af353417b232aa79c952734b9868901b689f54408cc240e8121e2798559c9369,0.999939843
3806,c79132b5c53769dda1c6c469353a5c267fc96cf6877bf5ee75756cb2f8543550,0.99993981
1434,47a9b26564b3fb831ba7ee01f8bc0c041c2fdca860534905eb563cb6747f7372,0.999936352
3842,c95f3bde12defd25e2a28f4ed6ff9c2247aa1ca2cdd9efe8b71c463df27fb417,0.999932904
634,1fd6a2721eeb090dd84fb6c95248a27a2621e350a347769e10a083ecb6e35dd6,0.999931109
1478,49ced36e8e768f872e8e388ba07f7514d7af8662de457939958e2e474e06ad40,0.999930859
3841,c95a6aaa6bdb1fd706f488e193f4b6b5cc3108ec90272e09c4dcde4e2449eb0c,0.999928838
1368,44660e1f0d4d957a9827340aa58eb0a7bed5527f0b128edc252d6aa88c283936,0.999926771
4357,e41a1329d57be8b4b0f242f59b8345a5c5fb21e614e6ba1eca8d7e6e6f4fecca,0.999925428
944,2fa1d748d28f3e69cad758de3d268f160583e3310c34bf4377d87ec8627e92e4,0.999923573
2532,82a437a31ab66ac920d31407242f40046381b064bbdf1c28b04e86a0de436768,0.999920506
2029,67c0fe240cd6174697f81d08392095dedd539a7a67c600853acdfe04f701c37b,0.999911593
2476,7faeb71bca0656b741725c01064d0ff16b492485ae2e99f14b8d69c0fdd029e1,0.999911166
1427,4752a2fc4c66feba903636019d1c2d9db499faae37f644c0312aad8c3351b2b5,0.999910753
3398,b29a8c42bec4c15cb22ba341fe2de18580b0be1f310852f0e12e0b4d72ff9ee8,0.999909956
1766,592ae2f384c37b13b95bc0af475fb2091c7e2891baca0db942e17367d3a921cb,0.999909219
2636,87d27fa66e6d000b9dfbdbf57d4e641fa1cd38f5d50cade5e95c830eae0b0ac3,0.999905139
3134,a35cecdb5b3a8e2973f683d84f4107ffbc08428aa1084941a214c6f12e10611e,0.999904974
213,0a9089263e9b673aa0fa2f4f0825cbd7c97c76f6518c5838308267b7290e2b7f,0.99989949
3389,b20c742517300d75d1be99c03db24eb7c5c0fec2f4479f4e64d0da0b946c2d06,0.999898147
344,10c68fd903ceca20190c83d95a6d39780749ebcbd696f5758a2814b8bd36547e,0.999897995
2621,870b9e0f085614ee6233d679e265b39e5d40d4b92af781f33d964ff603a47465,0.999895464
241,0bdfada9947d40e5af6c4e69ee8a3272b36884d79a3abc82554f2da712c77e13,0.999891289
4015,d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,0.999889285
390,13d9d3d4571d66ccf89747adcb21f5377d749ab30e3954f5a1a5b0d157d4944d,0.999889138
2412,7c0fe436d1ac33ba4770ff6934d9dd89e15e7773073d9d0871b53ad40eb4bcf7,0.999888832
3136,a3654f1da8f51f9bf01f565ad65a82b25a740fca4a367ba5c8365a50761f265c,0.999883586
4136,d835a1e8cda804c0dfdd08af816b9e19eb22bb9f11a7dd0d6ae68cecc64df9d0,0.999878697
3370,b113df036385d285e5760dcde1f50adbd3b98e0d6163e1a9a10cbcd00d48823d,0.999877917
416,14c2d9e40dac7950f8709afff01646d1c09fb8b31920a1dd95c5a75ae44df68a,0.999876469
384,133d51de638486146ff2ee7200d8b9802bc957628fc620fc88dec7d74e275b94,0.999872457
2069,6a3392e5c0e793422771fe1f14ba64952f0d783db5b38c16a19b136767d1ce74,0.999869416
2762,8ea65933ac812387f06b0f0044843a56a0a98f5ac2bb79614d7811e4406f9370,0.999860604
968,31051af01f57432536792d4673b892dde0cde2b531819885a8297e9622ecd7a2,0.999859216
563,1ceef8ca526f878af5fb674b9a4aea352c95dfc1c1bdb92464e91a189ac5a9cb,0.999858504
2573,84e0cb2dc43b55e7bf0be9f4221a87f16795a0a56c597970156ba7ebac205b5b,0.999858191
1435,47b3b814afd320dabf63ccf8bae1895df2d6a912106cd55ff109af75063e8b61,0.999856267
2903,96318bc7fedf4e1c2522bd7beee794a3862e13a3c26bbe92d98a6e7b20dd0c0e,0.999853633
2598,863548b7a63ce29cd1299087a0dfc8c9d2d630d03d3bdccf1b785a41f8e3985b,0.999853446
676,22341fc74396d9e13b0238219c3a6030a3db9b59c3d8f3ca2cdcb222437f9b18,0.999852494
1212,3cd4bb0879f477f3cf370976a00748f02c0992063df6b907b75f3871f30ce3cc,0.999851992
725,2481ed7123a13ece21c60f7b1ba007e836ef2c6fa7147bc9ed5dc2ae6452e7e8,0.999842709
2328,789d6432ecea8124d63d7c98ed52db2072d1c4b046de99978fa2975568e5de94,0.999840424
4183,da9c2a0dd91b9add83cfeae2a9d1668d5a648f869c77ebe8e4cce2dfc6b720a6,0.99984034
2852,9357a0d47b2c9d2d30c86c714aac2608abfd3e5e9d1c68f837b884cfe2394d96,0.999839617
2478,7fc6195e77060ee867adfb95b644cae03c0b04e53dd6ca95c053b37a9e121de5,0.999839094
4188,db049d3014ec4d025f0c6b00a2d6344a1d36429a39cea08a85b490d321fc262f,0.999836886
1566,4e2d71254b55f123ca36530b435c42282e9830f697ebd17bf02c00a9e7b3d8c5,0.999836227
4308,e138ecffb4bb17f83325bd93258e4dd75f3551d750507cb1d4e1e54ad0c4c1eb,0.999834729
3638,bdd9c1412915e504ace2c3f748344517339f3a02d91e2638f884ef3602393d91,0.999833568
3547,b9fbacce336151a51f17f79f63f7c891ee02871a21434023ade145cbea3630eb,0.999829833
4043,d31217f371440b3f62585dd728991344fbd6e0c043b37a824de07509cbab12c7,0.999825251
4406,e6b9481cc54b320f90fcb238b74f9f52dc131f5e93c0b7eaffc0c36181b28b17,0.999823547
1515,4bc6481c82226cbe4146d5188a70242343c222c768d756c7b4f3c1984d3d7625,0.999821934
91,052bd4489d21a360b8edd31bc30f06f842586c2740e27e4d1c85576c8c3d5ede,0.999817022
4818,fcfe8e9a3f7ab91aa3be9bb14e89f915656fe7b94dd6ed95130173d390d0c251,0.999815846
2679,8a7f602794cfeab65b296e300b592878866143d12dfdee95937ab62e54c715a1,0.999815624
1871,5f111c01534178996aa02c6099a8f32a486cdb6af113e451e702c356e8419995,0.999812369
3240,a97bc94c2089c4f55165b121b2126a1adbf834538b31c5545516a074f9061ef5,0.999811703
1717,56a93b61c1b53a38e98d35931e02ef588890e7bd8a8c5fa1141aafafcc2b8514,0.999809237
2637,87dfdd5d3a63cc7649d84b1f014a41d265060a306e4ad83942b57c6126adfd69,0.999808598
2230,7372ec949a5f065694ffbd6f6e19fa8097cd8772e82fccf3ccd287e916359a2b,0.999808309
1495,4a72d2f7a99bbfb81c75aa6335594781c95da035d14319e7bc642f19e1027206,0.999802062
1726,575ab94ac9e9fae5c3189ad634631b526856dea24efb5ec5462154cd088ad66d,0.999800647
607,1e8e5712403eaf5b2d712ac989caf0879fd82d176da531d15205f5984db546ed,0.999800351
3436,b4aff69281c9e9f3a710c6571f6df5e273d08695f3558f3955f0077ffcebc920,0.999789856
151,07a47251d04f7fbb5d3955d61bc75abede2cc71afab469e3e4fe161acfb91602,0.9997852
2061,69b45c7526895698c536164325d56d61f63e11aed300521a46de3a2da893e16b,0.999774487
4788,fb438c0e3ccc21ce2c0cbfceaefc570f3a4dcd4a5d38ee9886ef46412da6a9a6,0.99976662
1140,399fff1b242be92ebcc17aa2057e6b56d1623f01f8446ff5b992564f7aaf9517,0.999762921
3489,b796139ed2bd58dbcfa349db9b86739fa6fe4e0d431c676b5467d85f71f93d2d,0.9997602
2361,79cff44cadc0fa9ef143d947ad700c4fd84cbda7bfef188908140200b75326d3,0.999760093
906,2d95cac7e8199e60e92d25af853d6864300a4655662298ef776fd101d235eb2a,0.999759078
3050,9e8b84a12d7c3ccdca0a160b07a1c9f163bd5979dd6e1e04cd6fe1de88a52c19,0.999756609
3425,b45ec690a9a2fbcf1f113ec848a1a8f830f4e1540c4290eaf3f754b98c1be3fb,0.999746753
1914,6180ab260e74dfb71bc1a33c31a5b52f89e9df5929e72955e303713c57219421,0.999743008
1130,38e89e4e64779f05153ef2e3dc188fed3237648b978db3dec5bae02dbb082ff9,0.999728682
4707,f7655ac72696a9d062845080f234cd8451dcdb04bff556dd6d284674c860dc14,0.999728318
510,1a7da0241d9242b0ae9f019085d7114ff80976dbea5954bcdd14363dee1dfd6c,0.999723964
475,18b13ed3ffa213c1049cbdd589c329a9fb6f1494b650165a64883e2398337c04,0.999711295
819,28eb47d58c8652215eaf68d2c323fd4543fc887f851fe3905ef6529787d5692a,0.999704937
3175,a5b60f172262d437b1485c77f67d1123ddd9178265ad4877b54c6ec72743ce6c,0.999698985
3438,b4d02cd9a924e4badf49d2ef0a67f56d7fdf39af25dee00d6676d58f58ea02e3,0.999698329
1930,6282a43f2afade7f5cfe4767135808aa9a7713fa043b3e09a7b25d2950498114,0.99969618
3752,c3b23b28136d226f3cd204bf1d6a6ecc042986c26e2d048d80d55b66c7f063c9,0.999696085
4004,d1532afa68b28a1c666040e02a3fb1951419e2caed971f0d04432ea56eeef8cb,0.999695639
3148,a3f9450010d8ff841448d9ae2d9d20d68848b014ccb4f14a3de8b7ad97d5c2a0,0.999693543
2419,7c91070781a63fcac5c942f6ca4afe7d87173e360f6bea2b60107aa21e185619,0.999688918
3225,a8aa65d95516cbde7b5aaf85d714ba7e970902cb4501951d9fb1acda5319dcb3,0.999682843
3919,ccd03a617efa599881902a785029096c4fe47088908955d630fc6ab20001bf77,0.99967694
2123,6d54168636d876516fb64e8c97359d8b8df1706c752cd41ccdd81decb13cc4b1,0.999675678
2190,7175ba056ae88ba55ffc67fbe35eab0c7352614c47415a6ba56a35111a367dfe,0.999671062
2390,7b512cca0e328222db51dbddf2c8049411c90604253df54d0795987afa1e8a81,0.999647029
565,1cfd8e9b13b5f18c3f67adf3cb8cb7c7138cef53abb1c88b8906666932155387,0.999646496
3887,cb67ec3c4ccd59ab6f2da841a006810623aeeb4bec7ca3c66b60a07dbc79dbca,0.999645631
980,315aa92f750ad808de0f454b0d652a8f2631fcfe3b8cdd8666be60d8201f96c8,0.99963951
1029,34777478dc12ce21bb52967593ffa3f9cff195033d594bc565d9b443239aa1c6,0.99963599
2266,75994ede458189c8a930c9c7e8c283d5859d7dbb6737858efb0c8c14fd7cf869,0.999622567
4213,dbf19d03f3170d8b551242cb77877183be125b2d124c761cee1b37cafc154d8f,0.999620101
4019,d21b599d00a36cd0e7bc9c2c233d6f7825817954fb0d1570a0dd2e5da5fc5974,0.999614757
4839,fdb307da636e8595786dfc75959c8b00dddcf6e14b8600d125c73a0c13d44380,0.999611579
697,2315a9548e4b2edb58f1f2f96792a6e5ef9f52ff5631bbc0a79c23bc928643d0,0.999608542
2778,8f57502a458c5d37bd2c7285d329e862ef94cdab48ea9e357fde7ff4ec899369,0.999606537
2947,98e1de93558a5124a2abe76ffa7de029908c7005e55e5d0ba4e47bfbef014757,0.999606518
621,1f2f4b354d423ab0402a5d494553bdf1014eb2944a966b81bca68affb2bb4c47,0.999598503
3090,a0fd3c97a583957294d853766243a4a6ee553b143fec95e522eee40868045905,0.99958226
3087,a0ee584e13904751f878eaa6d7f56aee63526089ddf7ae0a241d3547feee3b2b,0.999576665
82,04b7de75777f7439f88e8e6fced19b74c7e2c65c8357e99f35cc85a27b051e85,0.999544758
4144,d8b979d4605a046c7ad41ede7037023e331ca795244e279a71af8488304e8f81,0.999541943
988,31c89c21466519fdc3b9237525bda118e9f840509f10feebfe047b51cd0aee74,0.99954165
3800,c719b2780ef5172f39ed6f3046fb9264e8cb6cd2a0511e7a41ed509f08388ff2,0.999541401
1874,5f2eedfa56ff87613e28f0135cab9c1013569b2386a8a910d0302e33072190a6,0.999535589
1868,5edbd5e5b3e11179f707895c62376ea28977d7f3ad363970fa8340049f1ad2b0,0.999525831
3143,a3cfa1bdb5144515450b0d35c3a23bdb8158673b14c847845399a822f77db60f,0.999516981
1648,5273f6235b3b1f7965a75b22ad357929925ed6aa5a6a38fb65ce5798d84179e4,0.999513625
4304,e107db0ebe3fbc12e446790244f786321034c4c21e402b48277c840844f5cc13,0.999513187
3908,cc699e681a6a5cc8767e9d10e71fb4e24fc43d935a1338a0d9905936246f18e6,0.999505014
1601,502df9bd795d200136bdaf95c2fac0c138d11bf77d0274457a6b1223ea8515d4,0.999504691
4546,efd28a96ce20568562b768751bfdfc11c862043cc41cc82170d81eeff8a5d473,0.999501102
3117,a250f43317d71f486e882f9843a2b4ef95501a3972c014d1d81ae86287f65146,0.999500823
379,1311d88b831ced415592177c2092475f2c96f5ddd4a7e5fe8ef448524cae4017,0.999498035
3036,9da86b8b0526815e6921841a73a0d9aab7e911e1cb8310b93c84db6e816cbe0d,0.999493041
1258,3ece6c80db804810f43fc0183d6f054aabcc6e138df6919e2dba1be434f6e9a1,0.999490938
2851,931faf65c332b106e631c94320bfa9bab2dadb03dd4952c8fd14f4c3f1a8b686,0.999488552
1607,50957f3367765d933a7b75f710881bb37ec26d3dfe1fea0fd111784c73d0f06a,0.999480875
1482,49f29145cc92fc1378768e3f2642ffbe03d764f6eebef22465619de7f9102fb9,0.999464403
2552,83ea0b2086ad73794ad32ab7a9ab2eb1ddcf61bedce09f90933176b4c8d0e0f0,0.999460029
974,311c771e36fe69a14d96973b9962230e0a3cc5ed8fb6555376b794609c771405,0.999459516
179,09294305fd0a9ef49998b2ea3e5fda75bcaeef4e766394292d3f7c58a0775adb,0.999447956
2276,760d214bd3f3c5fa671433ce82263660acddd233b173124aa5890092d54ff728,0.999445812
2850,931e8678f95b5cd0ccc1d88ad07d38e3b07a23d9b4e780816e51e0b4c92ef509,0.999445445
465,17de60c68e9111b4ba16bbdae73c5ce64a75f4d4881cc5247e509a51e5bd4f2b,0.999443227
4587,f1d10a2621627694e98c0898af286d4d6fba7a9ead546f0083f6baf52dcc73ca,0.999442977
869,2b87e9088d523a2b5d46572bce4b7061c246b6b05245f15aa388eefc194ef423,0.999431045
1239,3dee8dd3a5f52e2935c4b626e7e6a545b58a1a2741b3af1dcadb75c00bb1407f,0.999428696
4096,d618095e9213c51fbdf0cee89e4d8a900171cf0a3f42bcbe1b0c2dfd1d16912a,0.999423112
2949,99238d42ccd2a0c3babc6ce9ec66937712263a26d22d76fcca64b13fd9d69715,0.999406253
1343,4336316623bcb4e815171ef735dec090b9b93549825daf6d7566231eee1b8e50,0.999400564
4365,e4932c9d32780b18050a955270fdd32e34cc6322956ebcf971702c1ebf79448b,0.999394401
2560,843a7203e6841f077ec14f7b403c11d9d991f3a2a805ceeae87524ffe4ebb304,0.999377346
1934,62a925d4538a6d388c5e2656900d9b98b172bb06708ba557c200415a661fa6b5,0.999371536
1106,38144d981dfdd355666bd0463aa5b6eca794e1b7ef2eaebd2f1e5a549889ccd4,0.999363869
3911,cc766668dd7c1ab7101b4515f3b4a8327074cc4a13ce80f0218b3612eebc4784,0.999361563
1523,4c319a7e4943cce9ca03492083d3c4b24bcf02ed1b6b342251efcb900b68d80e,0.999346671
3921,ccdbcf8546e9a00748e682fc94b5fb5f20dbc8c654549b74953046bf66bc846a,0.999325078
7,0051dfc3e58be7a36428e6f842dd071a8dbefe5754b016d806dfe2eb6dab67d2,0.999315541
4256,de2d9b11077ccf14a10bd9da79329f479df6f1e6a1b621966af0171a8119ddb7,0.999299219
3901,cc0f255595923c62c108c77b8a63c2eff39bb244fb08f9e0fff8f96ed1dbd184,0.999297342
4076,d4ce5232faf2007620418a755b9d2d67357b4cb0b819cc9e4abd376c0c85b604,0.999296639
301,0ed353131379fc202e38e0274cbe2be601bf607101d69e561ec70e2dfadcd933,0.999289662
4372,e5014ef499cec85b4fd4a3b927f1dae55c1f11cec62e596e41b432c82e27f31e,0.999257844
3926,cd3fff17a36a00db1188a3024ceb8f6cb3f22f3a0de1e62fbbcd6ca2ea4162c6,0.999254139
4604,f2acaf3ed699be97f29cacad4829dcff5a535873b9a06590ebf4d481648a9d5b,0.999252909
2030,67f288eff3740b4c1dcc50d9f8d7ccc8a4c8fe8a52bd7093335dc5a3b93a613d,0.999232563
113,0624c68f44b2dfa11f91e5f6c1617a11d9d8b1952eec329f7dcfd49e97ba9c48,0.999219667
84,04d2a02e2a61e57ecadbd6ca98ba52266a61e54ff6a7927460afa8b77907af08,0.999216564
4404,e6a5423f3e5b8b0ed0a8587007ddd058f6e1a4b28d95fe6c9475b73c39cc105d,0.999209543
3825,c88b9946ce6b64883ee5a042dc7d8866544449d70906ee7fc7b76d8994b710b8,0.999206281
659,212bf1a73d259bbdcf1779f64537de20bb63e8d69d7cd50966a5900cc481cb57,0.9991997
1660,532182943fae3ca10ad46cf76bd2f9af0063e7ce7b63495e42098bb27f21063a,0.999187299
3133,a34e094d96ab6a87f4956ebbb8f06b3588b0ae1486f8736d6d4e7ccd2924078d,0.999173732
3428,b46e6300972d3c05963c7672c0be83ff20a05f4136621f7123b8082bfd0d2103,0.999145026
571,1d2012b24b4cdf50d9865b4aaf2d6d75335690418fb93ca6de56a810763fe4c1,0.999137251
1115,3865f9c56597a1e21c60a9a33aebe09cb219401730f66dc586e6cdd3c2f96720,0.999134701
2601,865656fce267398ec9d137f9d4e747fde21f9cb948a5aaaaf677558a95c058ef,0.999134401
4244,dd6b32c3e125bef988633cc87501bb242c197a7dd43b0a24b589f7fa0e3203f3,0.999131356
4146,d8be3dfebd00620c0c8dcc2cadf3ea7fdc797f6f483151e8bf4eb861b6a3dbec,0.999130073
2016,674e22e22a94fa0f125ee043e162735937c7d60092ea77fa486343b61f6da089,0.999125634
2389,7b376fca7e95adfc2335113f8b5ae052e6d7545a11ba6072805f438f671411c5,0.999119688
252,0cad741bc816bdb0352f3faf34102f8efaefe5c9f1ec6a1ebb0b8f4fb56a44ba,0.999118909
3934,cdd11ce79743e40efba0f3c77142dc027358ee2b7f74139657f84a5b92611680,0.99910938
2738,8d86f782b678a8dd77c244e70c8a34440d6515d0111741363d797b4e2c0605e8,0.999106372
1595,4fab036823ac70494687716fcb7f51eb092b1541426f9b2f073fde74c6f5ec7c,0.999104281
979,314679e656db9dfdc0c3678abbf3609d05e3076c752f71525eebf96328f08b8b,0.999102779
1262,3f1a0b4d7ab0af8d4b4569e0a6f7220111aca504e1c529ec037b184d338db565,0.999089638
1534,4cd42157edee5b2fe4d7021c32bb7ba7cb97ae9b93e121268171849261a9ff24,0.999079467
2260,753dd45cbc0f86e6ecabb4a890bfecafa73bedd3d20c6d9572ac8578b84bb8f2,0.999078295
1392,45adb5a5b72b94490507fcb9009da96e9133c4f18d91d4378d2d2c3a39aad373,0.999065564
1714,569a06958b380db0952782149dc52c96584611d879383d8ed07cd2bd57874231,0.999058197
2751,8e3c5e8f6c5b01ffe972907df210ca207ea2a48ba00ff878ef8473af4effd2c8,0.999052371
1901,60d69bfdf689d9583c9f28ac282b7874ff641c10814b69d51333e7e5afdad758,0.99903913
2235,73f06be3e5d22e8de60704f15068e67f036a5e3fb3b84c69159eeaa84ba59850,0.999038834
