,cooler_id,door_opens,open_time,compressor,power,on_time,min_voltage,max_voltage,temperature,calday,warning,year,month,Target,Motive
68,09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,11.0,1.0,34.0833,50.5,24.0,114.0,126.0,5.3042,2024-09-29,1,2024,9,0,temperature
69,09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,4.0,0.0,28.0625,43.5833,24.0,114.0,128.0,5.5458,2024-09-30,1,2024,9,0,temperature
70,09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,33.0,2.0,44.8542,65.6667,24.0,112.0,128.0,4.7667,2024-10-01,1,2024,10,0,temperature
71,09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,23.0,0.0,36.7917,56.5,24.0,116.0,128.0,4.0417,2024-10-02,1,2024,10,0,temperature
72,09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,14.0,0.0,31.7292,50.0833,24.0,116.0,126.0,4.6396,2024-10-03,1,2024,10,0,temperature
73,09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,5.0,0.0,31.9444,37.3333,18.0,114.0,126.0,5.6028,2024-10-04,1,2024,10,0,temperature
74,09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,,0.0,,,24.0,,,,2024-10-05,1,2024,10,0,temperature
75,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,151.0,14.0,81.0313,336.75,16.0,116.0,126.0,3.6906,2024-01-12,1,2024,1,0,temperature
76,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,6.0,0.0,100.0,36.0,1.5,120.0,124.0,6.7333,2024-01-13,1,2024,1,0,temperature
77,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,115.0,8.0,53.75,229.75,16.0,118.0,128.0,4.1687,2024-02-14,1,2024,2,0,temperature
78,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,134.0,14.0,73.6563,306.5,16.0,116.0,126.0,4.0281,2024-02-15,1,2024,2,0,temperature
79,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,54.0,0.0,60.2632,148.1667,9.5,118.0,126.0,3.8842,2024-02-16,1,2024,2,0,temperature
80,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,191.0,22.0,71.9792,442.8333,24.0,116.0,128.0,8.0042,2024-05-15,1,2024,5,0,temperature
81,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,223.0,21.0,75.8542,467.1667,24.0,116.0,128.0,7.7,2024-05-17,1,2024,5,0,temperature
82,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,123.0,17.0,71.7083,456.25,24.0,114.0,128.0,9.2083,2024-05-19,1,2024,5,0,temperature
83,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,,0.0,,,24.0,,,,2024-08-26,1,2024,8,0,temperature
84,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,219.0,22.0,66.5,416.0833,24.0,118.0,130.0,5.8167,2024-11-23,1,2024,11,0,temperature
85,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,,0.0,,,24.0,,,,2024-11-25,1,2024,11,0,temperature
86,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,,0.0,,,24.0,,,,2025-01-10,1,2025,1,0,temperature
87,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,154.0,18.0,57.125,370.0,24.0,116.0,130.0,5.4875,2025-02-06,1,2025,2,0,temperature
88,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,144.0,15.0,58.1875,382.3333,24.0,116.0,130.0,6.4854,2025-02-07,1,2025,2,0,temperature
89,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,205.0,20.0,67.6875,438.9167,24.0,118.0,128.0,6.1,2025-02-08,1,2025,2,0,temperature
90,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,137.0,11.0,70.7917,467.5833,24.0,116.0,130.0,6.5562,2025-02-09,1,2025,2,0,temperature
91,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,163.0,16.0,67.1042,434.4167,24.0,116.0,128.0,4.3104,2025-02-10,1,2025,2,0,temperature
92,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,107.0,12.0,66.383,424.75,23.5,116.0,128.0,5.6043,2025-02-11,1,2025,2,0,temperature
93,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,130.0,9.0,60.4792,408.8333,24.0,116.0,130.0,5.6542,2025-02-12,1,2025,2,0,temperature
94,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,162.0,14.0,72.75,475.25,24.0,118.0,130.0,5.0188,2025-02-13,1,2025,2,0,temperature
95,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,177.0,15.0,73.1042,467.4167,24.0,116.0,130.0,4.5,2025-02-14,1,2025,2,0,temperature
96,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,217.0,22.0,71.1042,460.1667,24.0,116.0,130.0,5.7729,2025-02-15,1,2025,2,0,temperature
97,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,110.0,15.0,60.4681,397.1667,23.5,114.0,130.0,6.817,2025-02-16,1,2025,2,0,temperature
98,0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,159.0,17.0,71.0208,476.75,24.0,116.0,130.0,5.4646,2025-02-17,1,2025,2,0,temperature
99,119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,,0.0,,,24.0,,,,2024-05-11,1,2024,5,0,temperature
100,119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,,0.0,,,24.0,,,,2024-05-11,1,2024,5,0,temperature
101,119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,134.0,15.0,75.9792,0.0,24.0,116.0,122.0,6.525,2024-05-12,1,2024,5,0,temperature
102,119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,163.0,21.0,79.625,0.0,24.0,112.0,124.0,5.9417,2024-05-13,1,2024,5,0,temperature
103,119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,132.0,13.0,74.625,0.0,24.0,112.0,122.0,6.3062,2024-05-14,1,2024,5,0,temperature
104,119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,0.0,0.0,0.0,0.0,3.0,120.0,122.0,7.1833,2024-05-15,1,2024,5,0,temperature
105,119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,,0.0,,,24.0,,,,2024-05-18,1,2024,5,0,temperature
106,119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,73.0,7.0,68.5,0.0,10.0,110.0,122.0,7.54,2024-08-29,1,2024,8,0,temperature
107,119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,14.0,1.0,88.8333,0.0,3.0,112.0,116.0,9.2,2024-08-30,1,2024,8,0,temperature
108,119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,14.0,1.0,88.8333,0.0,3.0,112.0,116.0,9.2,2024-08-30,1,2024,8,0,temperature
109,119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,,0.0,,,24.0,,,,2024-09-03,1,2024,9,0,temperature
110,119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,,0.0,,,24.0,,,,2024-09-07,1,2024,9,0,temperature
111,119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,,0.0,,,24.0,,,,2024-09-07,1,2024,9,0,temperature
112,119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,51.0,5.0,64.5185,0.0,13.5,114.0,120.0,6.6148,2024-09-15,1,2024,9,0,temperature
113,119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,144.0,7.0,91.0882,0.0,17.0,114.0,122.0,5.3029,2024-09-16,1,2024,9,0,temperature
114,119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,,0.0,,,24.0,,,,2024-09-21,1,2024,9,0,temperature
115,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,75.0,7.0,77.6875,281.0,24.0,106.0,122.0,8.5271,2023-08-31,1,2023,8,0,temperature
116,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,67.0,6.0,80.0208,289.25,24.0,110.0,120.0,8.6437,2023-09-01,1,2023,9,0,temperature
117,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,81.0,8.0,79.7083,288.5,24.0,110.0,122.0,8.9687,2023-09-02,1,2023,9,0,temperature
118,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,87.0,5.0,82.7292,304.9167,24.0,112.0,124.0,9.3104,2023-09-03,1,2023,9,0,temperature
119,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,63.0,6.0,76.0227,245.8333,22.0,108.0,122.0,7.7682,2023-09-25,1,2023,9,0,temperature
120,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,62.0,5.0,77.5833,270.0833,24.0,108.0,122.0,7.525,2023-09-26,1,2023,9,0,temperature
121,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,44.0,1.0,65.5,226.5,24.0,110.0,124.0,6.9021,2023-09-27,1,2023,9,0,temperature
122,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,41.0,0.0,70.7917,231.0833,24.0,110.0,124.0,5.0917,2023-09-28,1,2023,9,0,temperature
123,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,55.0,2.0,68.6667,229.8333,24.0,112.0,124.0,5.3833,2023-09-29,1,2023,9,0,temperature
124,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,78.0,7.0,71.9583,249.0833,24.0,112.0,122.0,7.575,2023-09-30,1,2023,9,0,temperature
125,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,6.0,0.0,51.2917,176.25,24.0,114.0,124.0,6.6187,2023-10-01,1,2023,10,0,temperature
126,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,52.0,4.0,72.4792,244.9167,24.0,110.0,122.0,5.3708,2023-10-02,1,2023,10,0,temperature
127,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,52.0,2.0,69.4375,237.5,24.0,110.0,122.0,6.7938,2023-10-03,1,2023,10,0,temperature
128,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,77.0,5.0,75.3617,269.3333,23.5,106.0,120.0,8.8447,2024-05-15,1,2024,5,0,temperature
129,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,66.0,5.0,85.125,308.9167,24.0,106.0,120.0,8.7479,2024-05-16,1,2024,5,0,temperature
130,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,79.0,5.0,86.0417,306.9167,24.0,106.0,122.0,8.8938,2024-05-17,1,2024,5,0,temperature
131,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,87.0,6.0,77.7708,285.1667,24.0,110.0,124.0,8.9438,2024-05-18,1,2024,5,0,temperature
132,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,90.0,12.0,84.7083,318.8333,24.0,110.0,122.0,10.1021,2024-05-19,1,2024,5,1,temperature
133,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,64.0,4.0,97.5208,381.25,24.0,104.0,120.0,11.1667,2024-05-20,1,2024,5,1,temperature
134,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,10.0,0.0,99.3077,202.3333,13.0,108.0,120.0,10.8962,2024-05-20,1,2024,5,1,temperature
135,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,85.0,6.0,89.0833,332.1667,24.0,104.0,122.0,9.2938,2024-05-21,1,2024,5,1,temperature
136,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,6.0,0.0,83.2903,197.0,15.5,104.0,120.0,8.7129,2024-05-22,1,2024,5,0,temperature
137,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,55.0,4.0,86.5652,305.0,23.0,104.0,122.0,8.9804,2024-05-22,1,2024,5,0,temperature
138,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,63.0,4.0,90.9583,345.25,24.0,102.0,120.0,9.7042,2024-05-23,1,2024,5,1,temperature
139,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,90.0,7.0,88.25,339.75,24.0,104.0,120.0,9.425,2024-05-24,1,2024,5,1,temperature
140,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,69.0,5.0,100.0,419.6667,24.0,104.0,120.0,14.8938,2024-05-25,1,2024,5,1,temperature
141,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,93.0,8.0,91.1087,375.25,23.0,108.0,120.0,16.8957,2024-05-26,1,2024,5,1,temperature
142,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,51.0,2.0,99.9583,381.9167,24.0,108.0,122.0,11.0958,2024-05-27,1,2024,5,1,temperature
143,12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,45.0,0.0,77.0,289.0833,24.0,104.0,122.0,8.8146,2024-05-28,1,2024,5,1,temperature
