cooler_id,door_opens,open_time,compressor,power,on_time,min_voltage,max_voltage,temperature,calday,warning,year,month,Target,Motive
000ad42d24871bed8a139f101c46dd14f499dadc8f26a5c711539b1a7c10d80f,132.0,16.0,91.8039,2.5833,24.0,110.0,130.0,12.8157,,1,2024,4,1,temperature
000ad42d24871bed8a139f101c46dd14f499dadc8f26a5c711539b1a7c10d80f,177.0,45.0,92.1458,0.0,24.0,108.0,120.0,14.2188,,1,2024,4,1,temperature
000ad42d24871bed8a139f101c46dd14f499dadc8f26a5c711539b1a7c10d80f,172.0,15.0,95.6042,0.0,24.0,110.0,120.0,12.3188,,1,2024,4,1,temperature
000ad42d24871bed8a139f101c46dd14f499dadc8f26a5c711539b1a7c10d80f,138.0,54.0,87.0392,1.0,24.0,108.0,126.0,14.251,,1,2024,4,1,temperature
000ad42d24871bed8a139f101c46dd14f499dadc8f26a5c711539b1a7c10d80f,180.0,61.0,92.44,1.0833,24.0,106.0,126.0,14.89,,1,2024,4,1,temperature
000ad42d24871bed8a139f101c46dd14f499dadc8f26a5c711539b1a7c10d80f,,0.0,,,24.0,,,,,1,2024,5,1,temperature
000ad42d24871bed8a139f101c46dd14f499dadc8f26a5c711539b1a7c10d80f,,0.0,,,24.0,,,,,1,2024,6,1,temperature
000ad42d24871bed8a139f101c46dd14f499dadc8f26a5c711539b1a7c10d80f,,0.0,,,24.0,,,,,1,2024,9,1,temperature
000ad42d24871bed8a139f101c46dd14f499dadc8f26a5c711539b1a7c10d80f,,0.0,,,24.0,,,,,1,2024,9,1,temperature
000ad42d24871bed8a139f101c46dd14f499dadc8f26a5c711539b1a7c10d80f,36.0,3.0,48.94,0.0,24.0,108.0,130.0,4.57,,1,2024,11,1,temperature
000ad42d24871bed8a139f101c46dd14f499dadc8f26a5c711539b1a7c10d80f,34.0,7.0,42.6735,0.0,24.0,104.0,134.0,4.9224,,1,2024,11,1,temperature
000ad42d24871bed8a139f101c46dd14f499dadc8f26a5c711539b1a7c10d80f,43.0,1.0,42.2917,0.0,24.0,104.0,134.0,4.7333,,1,2024,11,1,temperature
000ad42d24871bed8a139f101c46dd14f499dadc8f26a5c711539b1a7c10d80f,33.0,3.0,44.3542,0.0,24.0,108.0,132.0,4.7979,,1,2024,11,1,temperature
000ad42d24871bed8a139f101c46dd14f499dadc8f26a5c711539b1a7c10d80f,29.0,2.0,49.9583,0.0,24.0,106.0,132.0,4.4521,,1,2024,11,1,temperature
000ad42d24871bed8a139f101c46dd14f499dadc8f26a5c711539b1a7c10d80f,32.0,1.0,49.3333,0.0,24.0,108.0,132.0,4.5437,,1,2024,11,1,temperature
000ad42d24871bed8a139f101c46dd14f499dadc8f26a5c711539b1a7c10d80f,8.0,2.0,34.0208,0.0,24.0,110.0,134.0,6.05,,1,2024,11,1,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,,0.0,,,24.0,,,,,1,2023,11,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,1.0,0.0,20.3878,33.1667,24.0,116.0,128.0,5.4347,,1,2023,12,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,3.0,0.0,27.5208,40.5,24.0,114.0,128.0,5.125,,1,2023,12,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,1.0,0.0,22.4444,25.9167,18.0,114.0,128.0,5.2861,,1,2023,12,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,3.0,0.0,24.375,37.1667,24.0,114.0,128.0,4.7,,1,2023,12,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,1.0,0.0,21.0,32.8333,24.0,114.0,128.0,5.4208,,1,2023,12,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,,0.0,,,24.0,,,,,1,2023,12,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,9.0,2.0,23.0417,36.0,24.0,114.0,128.0,3.8354,,1,2024,1,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,7.0,0.0,31.2,34.0833,17.5,118.0,128.0,4.5029,,1,2024,1,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,15.0,0.0,41.3125,65.25,24.0,110.0,124.0,4.6479,,1,2024,5,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,20.0,0.0,41.0833,65.0,24.0,110.0,126.0,4.3479,,1,2024,5,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,13.0,1.0,45.1944,52.5833,18.0,108.0,124.0,5.6472,,1,2024,5,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,49.0,4.0,69.2083,102.0833,24.0,108.0,124.0,4.75,,1,2024,5,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,,0.0,,,24.0,,,,,1,2024,6,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,,0.0,,,24.0,,,,,1,2024,8,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,7.0,0.0,31.7083,48.9167,24.0,110.0,126.0,4.1083,,1,2024,9,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,8.0,0.0,35.3333,53.1667,24.0,108.0,126.0,4.1979,,1,2024,9,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,8.0,0.0,36.5833,54.5,24.0,112.0,124.0,5.6292,,1,2024,9,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,47.0,4.0,69.9375,97.0833,24.0,30.0,124.0,5.1938,,1,2024,9,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,49.0,1.0,57.0833,80.3333,24.0,112.0,124.0,3.4521,,1,2024,9,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,14.0,0.0,38.8125,57.3333,24.0,114.0,124.0,4.4563,,1,2024,9,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,4.0,0.0,36.9583,55.5,24.0,112.0,124.0,4.8104,,1,2024,9,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,41.0,3.0,55.8333,80.6667,24.0,112.0,126.0,4.9312,,1,2024,9,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,48.0,3.0,63.4898,91.6667,24.0,112.0,126.0,5.0122,,1,2024,9,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,15.0,0.0,37.0417,56.6667,24.0,112.0,126.0,3.7438,,1,2024,9,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,32.0,0.0,45.2708,65.8333,24.0,112.0,126.0,3.7083,,1,2024,9,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,40.0,1.0,44.7292,64.8333,24.0,116.0,128.0,3.9271,,1,2024,9,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,11.0,1.0,34.0833,50.5,24.0,114.0,126.0,5.3042,,1,2024,9,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,4.0,0.0,28.0625,43.5833,24.0,114.0,128.0,5.5458,,1,2024,9,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,33.0,2.0,44.8542,65.6667,24.0,112.0,128.0,4.7667,,1,2024,10,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,23.0,0.0,36.7917,56.5,24.0,116.0,128.0,4.0417,,1,2024,10,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,14.0,0.0,31.7292,50.0833,24.0,116.0,126.0,4.6396,,1,2024,10,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,5.0,0.0,31.9444,37.3333,18.0,114.0,126.0,5.6028,,1,2024,10,0,temperature
09e1f4de2bbe2ba0773df2e7ab64757ad18a358d20000df4287ff6c12fcecb0c,,0.0,,,24.0,,,,,1,2024,10,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,151.0,14.0,81.0313,336.75,16.0,116.0,126.0,3.6906,,1,2024,1,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,6.0,0.0,100.0,36.0,1.5,120.0,124.0,6.7333,,1,2024,1,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,115.0,8.0,53.75,229.75,16.0,118.0,128.0,4.1687,,1,2024,2,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,134.0,14.0,73.6563,306.5,16.0,116.0,126.0,4.0281,,1,2024,2,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,54.0,0.0,60.2632,148.1667,9.5,118.0,126.0,3.8842,,1,2024,2,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,191.0,22.0,71.9792,442.8333,24.0,116.0,128.0,8.0042,,1,2024,5,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,223.0,21.0,75.8542,467.1667,24.0,116.0,128.0,7.7,,1,2024,5,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,123.0,17.0,71.7083,456.25,24.0,114.0,128.0,9.2083,,1,2024,5,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,,0.0,,,24.0,,,,,1,2024,8,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,219.0,22.0,66.5,416.0833,24.0,118.0,130.0,5.8167,,1,2024,11,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,,0.0,,,24.0,,,,,1,2024,11,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,,0.0,,,24.0,,,,,1,2025,1,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,154.0,18.0,57.125,370.0,24.0,116.0,130.0,5.4875,,1,2025,2,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,144.0,15.0,58.1875,382.3333,24.0,116.0,130.0,6.4854,,1,2025,2,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,205.0,20.0,67.6875,438.9167,24.0,118.0,128.0,6.1,,1,2025,2,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,137.0,11.0,70.7917,467.5833,24.0,116.0,130.0,6.5562,,1,2025,2,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,163.0,16.0,67.1042,434.4167,24.0,116.0,128.0,4.3104,,1,2025,2,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,107.0,12.0,66.383,424.75,23.5,116.0,128.0,5.6043,,1,2025,2,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,130.0,9.0,60.4792,408.8333,24.0,116.0,130.0,5.6542,,1,2025,2,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,162.0,14.0,72.75,475.25,24.0,118.0,130.0,5.0188,,1,2025,2,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,177.0,15.0,73.1042,467.4167,24.0,116.0,130.0,4.5,,1,2025,2,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,217.0,22.0,71.1042,460.1667,24.0,116.0,130.0,5.7729,,1,2025,2,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,110.0,15.0,60.4681,397.1667,23.5,114.0,130.0,6.817,,1,2025,2,0,temperature
0fb620ffe915a5255914b611cfae5a075274893fab35bd25791b6ad99de7b624,159.0,17.0,71.0208,476.75,24.0,116.0,130.0,5.4646,,1,2025,2,0,temperature
119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,,0.0,,,24.0,,,,,1,2024,5,0,temperature
119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,,0.0,,,24.0,,,,,1,2024,5,0,temperature
119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,134.0,15.0,75.9792,0.0,24.0,116.0,122.0,6.525,,1,2024,5,0,temperature
119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,163.0,21.0,79.625,0.0,24.0,112.0,124.0,5.9417,,1,2024,5,0,temperature
119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,132.0,13.0,74.625,0.0,24.0,112.0,122.0,6.3062,,1,2024,5,0,temperature
119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,0.0,0.0,0.0,0.0,3.0,120.0,122.0,7.1833,,1,2024,5,0,temperature
119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,,0.0,,,24.0,,,,,1,2024,5,0,temperature
119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,73.0,7.0,68.5,0.0,10.0,110.0,122.0,7.54,,1,2024,8,0,temperature
119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,14.0,1.0,88.8333,0.0,3.0,112.0,116.0,9.2,,1,2024,8,0,temperature
119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,14.0,1.0,88.8333,0.0,3.0,112.0,116.0,9.2,,1,2024,8,0,temperature
119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,,0.0,,,24.0,,,,,1,2024,9,0,temperature
119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,,0.0,,,24.0,,,,,1,2024,9,0,temperature
119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,,0.0,,,24.0,,,,,1,2024,9,0,temperature
119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,51.0,5.0,64.5185,0.0,13.5,114.0,120.0,6.6148,,1,2024,9,0,temperature
119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,144.0,7.0,91.0882,0.0,17.0,114.0,122.0,5.3029,,1,2024,9,0,temperature
119bb3fd3fbd6de8c3eb1bb1c519a23de13946799afbc320229ae1cc460b03fd,,0.0,,,24.0,,,,,1,2024,9,0,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,75.0,7.0,77.6875,281.0,24.0,106.0,122.0,8.5271,,1,2023,8,0,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,67.0,6.0,80.0208,289.25,24.0,110.0,120.0,8.6437,,1,2023,9,0,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,81.0,8.0,79.7083,288.5,24.0,110.0,122.0,8.9687,,1,2023,9,0,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,87.0,5.0,82.7292,304.9167,24.0,112.0,124.0,9.3104,,1,2023,9,0,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,63.0,6.0,76.0227,245.8333,22.0,108.0,122.0,7.7682,,1,2023,9,0,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,62.0,5.0,77.5833,270.0833,24.0,108.0,122.0,7.525,,1,2023,9,0,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,44.0,1.0,65.5,226.5,24.0,110.0,124.0,6.9021,,1,2023,9,0,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,41.0,0.0,70.7917,231.0833,24.0,110.0,124.0,5.0917,,1,2023,9,0,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,55.0,2.0,68.6667,229.8333,24.0,112.0,124.0,5.3833,,1,2023,9,0,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,78.0,7.0,71.9583,249.0833,24.0,112.0,122.0,7.575,,1,2023,9,0,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,6.0,0.0,51.2917,176.25,24.0,114.0,124.0,6.6187,,1,2023,10,0,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,52.0,4.0,72.4792,244.9167,24.0,110.0,122.0,5.3708,,1,2023,10,0,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,52.0,2.0,69.4375,237.5,24.0,110.0,122.0,6.7938,,1,2023,10,0,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,77.0,5.0,75.3617,269.3333,23.5,106.0,120.0,8.8447,,1,2024,5,0,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,66.0,5.0,85.125,308.9167,24.0,106.0,120.0,8.7479,,1,2024,5,0,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,79.0,5.0,86.0417,306.9167,24.0,106.0,122.0,8.8938,,1,2024,5,0,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,87.0,6.0,77.7708,285.1667,24.0,110.0,124.0,8.9438,,1,2024,5,0,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,90.0,12.0,84.7083,318.8333,24.0,110.0,122.0,10.1021,,1,2024,5,1,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,64.0,4.0,97.5208,381.25,24.0,104.0,120.0,11.1667,,1,2024,5,1,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,10.0,0.0,99.3077,202.3333,13.0,108.0,120.0,10.8962,,1,2024,5,1,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,85.0,6.0,89.0833,332.1667,24.0,104.0,122.0,9.2938,,1,2024,5,1,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,6.0,0.0,83.2903,197.0,15.5,104.0,120.0,8.7129,,1,2024,5,1,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,55.0,4.0,86.5652,305.0,23.0,104.0,122.0,8.9804,,1,2024,5,1,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,63.0,4.0,90.9583,345.25,24.0,102.0,120.0,9.7042,,1,2024,5,1,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,90.0,7.0,88.25,339.75,24.0,104.0,120.0,9.425,,1,2024,5,1,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,69.0,5.0,100.0,419.6667,24.0,104.0,120.0,14.8938,,1,2024,5,1,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,93.0,8.0,91.1087,375.25,23.0,108.0,120.0,16.8957,,1,2024,5,1,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,51.0,2.0,99.9583,381.9167,24.0,108.0,122.0,11.0958,,1,2024,5,1,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,45.0,0.0,77.0,289.0833,24.0,104.0,122.0,8.8146,,1,2024,5,1,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,68.0,5.0,75.9167,271.5,24.0,108.0,124.0,8.0125,,1,2024,5,1,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,48.0,2.0,78.7083,279.3333,24.0,108.0,122.0,7.7521,,1,2024,5,1,temperature
12ef32f2133e68b37554f01de6a72e38c1fa1985585a71403039c2b365cde62c,71.0,5.0,74.6458,267.0,24.0,106.0,124.0,7.8146,,1,2024,5,1,temperature
137cdce9ec6657809bfd08aeceb2e3545a14562b660d53a43f2091889bd65a22,69.0,8.0,96.7234,371.5,23.5,100.0,122.0,9.0191,,1,2023,8,0,temperature
137cdce9ec6657809bfd08aeceb2e3545a14562b660d53a43f2091889bd65a22,68.0,9.0,90.8542,359.1667,24.0,102.0,122.0,9.5354,,1,2023,8,0,temperature
137cdce9ec6657809bfd08aeceb2e3545a14562b660d53a43f2091889bd65a22,92.0,12.0,90.2292,358.25,24.0,100.0,122.0,9.9938,,1,2023,8,1,temperature
137cdce9ec6657809bfd08aeceb2e3545a14562b660d53a43f2091889bd65a22,55.0,7.0,96.4792,371.75,24.0,104.0,122.0,8.8979,,1,2023,8,1,temperature
137cdce9ec6657809bfd08aeceb2e3545a14562b660d53a43f2091889bd65a22,65.0,9.0,79.375,291.75,24.0,108.0,124.0,7.9542,,1,2023,8,1,temperature
137cdce9ec6657809bfd08aeceb2e3545a14562b660d53a43f2091889bd65a22,58.0,7.0,77.7917,290.0833,24.0,104.0,126.0,8.2396,,1,2023,9,1,temperature
137cdce9ec6657809bfd08aeceb2e3545a14562b660d53a43f2091889bd65a22,73.0,8.0,78.0625,300.6667,24.0,102.0,124.0,9.1062,,1,2023,9,1,temperature
137cdce9ec6657809bfd08aeceb2e3545a14562b660d53a43f2091889bd65a22,80.0,11.0,91.9583,356.6667,24.0,104.0,122.0,9.4167,,1,2023,9,1,temperature
137cdce9ec6657809bfd08aeceb2e3545a14562b660d53a43f2091889bd65a22,78.0,11.0,86.3542,334.9167,24.0,106.0,124.0,9.4812,,1,2023,9,1,temperature
137cdce9ec6657809bfd08aeceb2e3545a14562b660d53a43f2091889bd65a22,77.0,8.0,92.6042,353.25,24.0,104.0,122.0,8.8021,,1,2023,9,1,temperature
