cooler_id,door_opens,open_time,compressor,power,on_time,min_voltage,max_voltage,temperature,calday,warning,Motive,Target
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,141,16,46.22,250.0833,24,102,116,4.162,3/14/2025,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,48,4,55.2083,144.9167,12,106,116,6.3125,5/18/2024,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,,0,,,24,,,,3/7/2025,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,184,29,72.5208,381.75,24,100,114,5.6646,4/24/2025,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,19,2,47.2,105.0833,10,104,114,6.385,4/25/2025,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,183,17,64.0408,344.5,24,102,114,5.0796,4/23/2025,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,180,20,59.125,315.6667,24,94,124,5.6708,4/19/2025,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,227,23,68.7083,366.8333,24,102,114,5.6854,4/22/2025,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,168,14,70.5833,365.75,24,100,114,4.5771,4/21/2025,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,218,21,70.2917,367.8333,24,102,116,5.0188,4/20/2025,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,227,23,72.4583,380.9167,24,88,118,5.2312,4/18/2025,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,262,28,69.9592,375.9167,24,94,120,5,4/17/2025,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,187,18,35.7917,176.75,24,106,116,4.2354,1/12/2024,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,28,0,28.12,74.75,12.5,110,116,5.636,1/13/2024,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,141,11,33.4167,167.75,24,102,116,3.8687,1/11/2024,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,159,13,43.2917,212.6667,24,106,116,4.25,11/29/2023,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,207,20,55.75,269.9167,24,104,116,4.2125,11/15/2023,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,34,3,38,90.75,11.5,108,116,6.187,11/16/2023,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,82,5,39.7097,127,15.5,106,116,5.4548,11/14/2023,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,236,31,58.625,283.25,24,104,114,4.4646,11/8/2023,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,171,14,49.0625,238.8333,24,104,114,4.0875,11/7/2023,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,143,10,55.3469,290.8333,24,102,114,4.5735,3/3/2025,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,202,21,55.9375,283.5,24,102,116,4.6521,3/9/2025,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,203,21,58.8333,296.75,24,102,114,4.2854,3/8/2025,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,160,15,52.3333,267.3333,24,102,114,4.5437,3/7/2025,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,165,14,51.9792,265.5833,24,102,114,3.9458,3/6/2025,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,152,10,58.2708,296.4167,24,102,114,4.4958,3/5/2025,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,181,17,58.3125,298.5833,24,102,114,4.5354,3/4/2025,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,131,12,47.4255,238.1667,23.5,102,114,4.2617,3/10/2025,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,161,15,54.9792,277.5833,24,100,114,4.1,3/13/2025,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,27,2,22.1304,61.5,11.5,104,116,5.8304,3/14/2025,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,168,19,53.8542,272.5833,24,100,114,4.1625,3/12/2025,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,191,19,54.1458,275.75,24,102,114,4.7292,3/11/2025,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,264,41,73.5208,395.9167,24,104,114,7.8313,5/19/2024,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,230,29,68.3469,366.0833,24,104,116,5.4898,5/18/2024,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,230,29,77.9167,401.8333,24,104,114,5.3417,5/20/2024,0,None,0
6570129930ab338a82d66167ca6dbaca935e90fb8b2f1cf68147ab9eaeed6b6c,15,0,69.2,150.25,10,106,114,6.89,5/21/2024,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,,0,,,24,,,,12/6/2024,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,,0,,,24,,,,11/2/2024,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,14,0,78.1667,29.25,3,122,126,4.5333,10/16/2024,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,97,18,40.9375,86.25,16,116,126,4.3375,11/23/2023,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,142,60,56.9677,113.1667,15.5,116,126,4.7129,11/22/2023,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,79,10,47.125,102.5833,16,116,126,4.3625,11/21/2023,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,,0,,,24,,,,11/11/2023,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,54,12,50.1667,103,15,116,124,4.4567,8/27/2023,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,78,25,54.1892,136.25,18.5,116,124,4.5324,8/26/2023,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,77,29,52.1111,127.75,18,114,124,4.7361,8/25/2023,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,79,21,67.375,145.9167,16,114,124,5.0438,8/24/2023,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,153,45,57.2571,136.4167,17.5,114,126,5.1886,8/23/2023,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,116,15,56.9697,122.4167,16.5,118,126,3.0818,8/23/2024,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,106,20,62.871,126.25,15.5,116,126,3.3258,8/22/2024,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,195,37,65.7,129.0833,15,114,126,2.8767,8/21/2024,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,90,10,53.8438,111.5833,16,116,126,3.0531,8/20/2024,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,110,15,58.0303,124,16.5,116,126,3.1788,8/30/2024,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,66,5,52.5652,78.75,11.5,118,126,3.4739,8/31/2024,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,101,17,56.9063,119,16,118,126,3.3281,8/29/2024,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,197,37,77.5882,173.3333,17,114,126,3.7618,8/28/2024,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,108,10,56.1176,126,17,116,126,3.0382,8/27/2024,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,102,21,66.6364,143.8333,16.5,116,126,3.4091,8/26/2024,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,123,7,61.5161,125.25,15.5,116,126,3.0774,8/25/2024,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,107,25,56.8788,120.75,16.5,118,126,3.1212,8/24/2024,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,,0,,,24,,,,11/16/2024,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,136,22,69.2353,158.4167,17,120,128,3.1,4/11/2025,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,10,0,80.2857,36.3333,3.5,122,126,4.5286,4/12/2025,0,None,0
8a4cc1af0b6355cc1baaf3bec68df02fc1738f1584366b59ccf70769260d86d7,128,16,69.2258,145.0833,15.5,118,126,2.7871,4/10/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,,0,,,24,,,,1/9/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,,0,,,24,,,,1/7/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,158,6,86.3542,423.6667,24,118,128,4.3563,4/27/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,116,9,85.3333,420.5833,24,118,124,5.6792,4/26/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,177,39,72.2292,350.4167,24,114,124,6.2104,4/30/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,105,8,81.9375,402.3333,24,114,124,5.7292,4/29/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,113,14,71.7708,350,24,116,126,4.35,4/28/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,112,20,80.75,400.8333,24,118,124,6.1667,4/25/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,83,2,96.0625,470.75,24,116,122,5.9042,4/24/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,131,22,72.3333,352.8333,24,118,124,6.5375,4/23/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,101,3,71.375,351,24,116,124,4.8979,4/22/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,100,5,80.4694,407.25,24,118,124,4.7939,4/21/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,132,8,88.8542,443.0833,24,118,126,5.8458,4/20/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,121,6,85.1042,425.5833,24,118,126,5.0438,4/19/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,117,7,83.9583,414.8333,24,118,126,5.2625,4/18/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,113,6,81.7234,392.0833,23.5,116,126,5.2574,4/17/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,154,19,81.3958,398.8333,24,118,124,5.5292,4/16/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,140,14,95.7708,469.25,24,116,126,5.5021,4/15/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,140,15,91.0204,467.3333,24,116,126,7.5204,4/14/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,160,16,80.8958,401.8333,24,118,128,5.7896,4/13/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,175,24,90.2292,440.5,24,118,126,5.9667,4/12/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,145,10,78.0417,383,24,118,126,4.7042,4/11/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,137,11,80.1667,392.8333,24,118,126,5.2417,4/10/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,131,25,66.5,326.4167,24,118,126,6.1167,4/9/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,107,5,42.1429,210.5,24,118,126,4.6714,4/8/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,74,4,47.6458,228.75,24,118,128,4.4312,4/7/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,110,12,57.2609,263.4167,23,122,128,4.8391,4/6/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,156,8,96.25,478.1667,24,118,124,6.6833,4/5/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,181,20,95.102,487.0833,24,116,124,7.4694,4/4/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,135,19,96.8333,485.0833,24,116,124,8.175,4/3/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,152,33,87.7143,429.25,24,112,122,8.7082,4/2/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,138,18,98.3958,476.25,24,110,122,7.7437,4/1/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,181,20,98.0833,480.9167,24,112,120,9.2583,3/31/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,178,31,91.7292,445.3333,24,112,122,6.5354,3/30/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,145,14,76.3542,366.3333,24,114,124,5.7813,3/29/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,118,23,74.9167,349.0833,24,116,124,4.7563,3/28/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,71,9,58.1042,272.3333,24,116,124,4.6708,3/27/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,106,11,70.8333,335.75,24,116,122,5.0354,3/26/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,110,27,85.875,411.4167,24,112,122,5.25,3/25/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,113,10,79.8542,380.5833,24,114,124,5.3438,3/24/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,142,29,79.2083,375.6667,24,114,124,5.8688,3/23/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,99,10,75.9583,355.9167,24,118,124,4.6021,3/22/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,114,16,55.5417,263.25,24,118,124,4.2646,3/21/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,80,12,49.2708,231,24,116,124,4.4646,3/20/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,100,13,55.8163,273.5,24,116,124,4.3347,3/19/2025,0,None,0
d1f91bf148f121cde100224a681080e482c6ba59df0947aa3c3fe8e73476d312,103,6,60.1875,287,24,114,124,4.1813,3/18/2025,0,None,0
